customerId,recommendedProducts
15884,2|94|1|21|14|15|47|137|8|124|2|94|1|21|14|15|47|137|8|124|2|94|1|21|14|15|47|137|8|124|2|94|1|21|14|15|47|137|8|124
15885,66|0|1|2|131|144|115|7|5|31
15886,29|23|107|224|2|1|5|9|116|21
15887,1|33|2|21|0|20|5|55|31|15|1|33|2|21|0|20|5|55|31|15|1|33|2|21|0|20|5|55|31|15|1|33|2|21|0|20|5|55|31|15|1|33|2|21|0|20|5|55|31|15|1|33|2|21|0|20|5|55|31|15
15888,148|134|1|170|14|105|15|21|20|17|148|134|1|170|14|105|15|21|20|17
15889,2|31|0|9|5|7|33|8|61|56
15890,31|2|0|21|5|61|33|7|60|56|31|2|0|21|5|61|33|7|60|56
15891,1|208|115|15|215|42|9|56|25|38
15892,2|31|0|61|21|15|14|7|9|5
15893,173|82|2|1|15|7|24|50|77|178|173|82|2|1|15|7|24|50|77|178
15894,2|1|8|21|38|20|48|5|15|7
15895,267|14|203|132|1|30|9|148|36|2
15896,2|7|72|178|1|9|15|17|43|47
15897,2|5|82|14|8|261|36|96|104|251
15898,2|7|61|0|21|31|166|5|13|15|2|7|61|0|21|31|166|5|13|15|2|7|61|0|21|31|166|5|13|15
15899,148|38|62|44|51|14|47|1|239|173
15900,221|1|2|15|259|14|100|109|61|21|221|1|2|15|259|14|100|109|61|21
15901,2|31|0|21|5|33|61|7|9|89|2|31|0|21|5|33|61|7|9|89|2|31|0|21|5|33|61|7|9|89
15902,163|25|2|1|12|0|14|13|104|172
15903,2|0|31|21|5|30|33|14|7|9|2|0|31|21|5|30|33|14|7|9
15904,1|2|13|17|8|20|5|50|14|30|1|2|13|17|8|20|5|50|14|30
15905,1|48|38|7|79|36|0|15|21|2|1|48|38|7|79|36|0|15|21|2
15906,2|0|31|4|30|7|5|13|148|21
15907,2|1|72|47|14|5|68|82|43|24
15908,1|2|103|18|21|72|33|61|8|173|1|2|103|18|21|72|33|61|8|173|1|2|103|18|21|72|33|61|8|173
15909,221|2|1|19|14|16|5|61|72|33|221|2|1|19|14|16|5|61|72|33|221|2|1|19|14|16|5|61|72|33|221|2|1|19|14|16|5|61|72|33|221|2|1|19|14|16|5|61|72|33
15910,31|2|0|21|5|61|33|60|7|19
15911,38|48|2|173|1|14|44|261|21|9|38|48|2|173|1|14|44|261|21|9
15912,16|2|62|1|70|8|81|138|59|47|16|2|62|1|70|8|81|138|59|47|16|2|62|1|70|8|81|138|59|47|16|2|62|1|70|8|81|138|59|47
15913,29|11|107|2|21|1|82|78|15|9|29|11|107|2|21|1|82|78|15|9
15914,79|36|2|194|1|15|37|82|0|44|79|36|2|194|1|15|37|82|0|44|79|36|2|194|1|15|37|82|0|44
15916,0|21|5|31|33|14|61|76|8|20|0|21|5|31|33|14|61|76|8|20
15917,72|2|43|1|47|0|108|10|77|15
15918,131|45|64|9|42|1|173|176|157|94
15919,190|192|279|2|36|38|79|1|14|8|190|192|279|2|36|38|79|1|14|8
15920,291|173|82|2|8|262|264|118|63|9
15921,1|2|21|8|12|5|0|38|15|33
15922,53|1|20|0|2|85|21|47|178|5|53|1|20|0|2|85|21|47|178|5|53|1|20|0|2|85|21|47|178|5
15924,62|1|2|70|138|116|21|19|188|8|62|1|2|70|138|116|21|19|188|8
15926,31|0|2|21|33|5|7|15|20|72|31|0|2|21|33|5|7|15|20|72|31|0|2|21|33|5|7|15|20|72
15927,2|31|0|21|5|7|61|33|19|89
15928,1|2|72|12|18|13|5|31|61|240|1|2|72|12|18|13|5|31|61|240
15929,94|124|21|137|15|2|152|1|82|29
15930,2|1|8|21|38|20|48|5|15|7
15932,2|1|8|21|38|20|48|5|15|7
15933,10|75|90|155|74|26|83|244|0|24
15934,178|1|209|56|12|9|17|15|131|7|178|1|209|56|12|9|17|15|131|7|178|1|209|56|12|9|17|15|131|7
15935,292|60|2|135|47|149|152|263|41|1
15936,121|4|1|30|148|7|147|2|13|283
15937,2|74|47|75|8|294|73|87|20|25|2|74|47|75|8|294|73|87|20|25
15938,47|2|21|15|179|5|1|0|14|96|47|2|21|15|179|5|1|0|14|96
15939,2|21|170|15|31|148|5|20|134|50|2|21|170|15|31|148|5|20|134|50|2|21|170|15|31|148|5|20|134|50
15940,2|31|72|12|18|21|5|13|61|59
15941,9|72|244|101|75|148|133|50|288|221
15942,220|10|32|77|83|24|129|87|50|54
15943,2|1|21|148|298|36|5|8|78|134|2|1|21|148|298|36|5|8|78|134|2|1|21|148|298|36|5|8|78|134
15944,28|210|68|1|271|53|111|93|52|123|28|210|68|1|271|53|111|93|52|123|28|210|68|1|271|53|111|93|52|123
15945,2|1|8|21|38|20|48|5|15|7
15946,14|1|21|5|0|112|8|33|3|20
15947,246|73|1|9|13|74|2|87|154|24|246|73|1|9|13|74|2|87|154|24
15948,2|82|169|7|4|20|253|31|44|173|2|82|169|7|4|20|253|31|44|173|2|82|169|7|4|20|253|31|44|173
15949,115|1|208|0|85|262|72|185|15|64
15950,188|67|116|62|138|82|173|2|94|175
15951,2|31|0|5|21|7|4|61|19|33|2|31|0|5|21|7|4|61|19|33
15952,2|1|8|21|38|20|48|5|15|7
15955,173|19|35|82|172|146|51|47|7|167
15956,2|1|8|21|38|20|48|5|15|7
15957,2|31|72|12|18|21|5|13|61|59
15958,121|4|1|30|148|7|147|2|13|283
15959,11|8|21|38|48|5|20|15|61|12|11|8|21|38|48|5|20|15|61|12|11|8|21|38|48|5|20|15|61|12|11|8|21|38|48|5|20|15|61|12|11|8|21|38|48|5|20|15|61|12|11|8|21|38|48|5|20|15|61|12|11|8|21|38|48|5|20|15|61|12|11|8|21|38|48|5|20|15|61|12|11|8|21|38|48|5|20|15|61|12|11|8|21|38|48|5|20|15|61|12|11|8|21|38|48|5|20|15|61|12|11|8|21|38|48|5|20|15|61|12|11|8|21|38|48|5|20|15|61|12|11|8|21|38|48|5|20|15|61|12
15961,14|0|21|5|33|31|20|8|50|13|14|0|21|5|33|31|20|8|50|13
15962,2|0|21|31|33|15|23|11|7|14|2|0|21|31|33|15|23|11|7|14|2|0|21|31|33|15|23|11|7|14|2|0|21|31|33|15|23|11|7|14|2|0|21|31|33|15|23|11|7|14
15963,2|1|221|21|14|20|8|89|33|5|2|1|221|21|14|20|8|89|33|5|2|1|221|21|14|20|8|89|33|5
15964,82|100|1|106|19|261|2|126|251|21
15966,260|12|7|95|182|1|2|63|148|9
15967,2|31|0|21|5|61|19|33|20|12|2|31|0|21|5|61|19|33|20|12|2|31|0|21|5|61|19|33|20|12|2|31|0|21|5|61|19|33|20|12
15968,2|1|5|33|20|14|0|72|8|7|2|1|5|33|20|14|0|72|8|7|2|1|5|33|20|14|0|72|8|7|2|1|5|33|20|14|0|72|8|7|2|1|5|33|20|14|0|72|8|7|2|1|5|33|20|14|0|72|8|7
15969,2|1|8|21|38|20|48|5|15|7
15970,2|31|21|13|4|15|0|20|7|5|2|31|21|13|4|15|0|20|7|5|2|31|21|13|4|15|0|20|7|5
15971,1|9|7|20|21|2|50|56|8|244|1|9|7|20|21|2|50|56|8|244
15972,2|1|5|13|8|12|20|15|4|89|2|1|5|13|8|12|20|15|4|89|2|1|5|13|8|12|20|15|4|89|2|1|5|13|8|12|20|15|4|89|2|1|5|13|8|12|20|15|4|89|2|1|5|13|8|12|20|15|4|89
15973,164|1|148|114|2|56|9|7|0|23|164|1|148|114|2|56|9|7|0|23
15974,220|10|32|77|83|24|129|87|50|54
15975,2|1|8|21|38|20|48|5|15|7
15976,94|15|2|1|82|20|21|152|77|173|94|15|2|1|82|20|21|152|77|173
15977,5|2|1|76|61|21|0|36|72|112|5|2|1|76|61|21|0|36|72|112
15978,123|1|2|12|20|25|0|15|61|16|123|1|2|12|20|25|0|15|61|16
15980,1|21|17|15|8|47|41|152|3|167|1|21|17|15|8|47|41|152|3|167
15981,1|33|21|14|8|15|0|91|152|3|1|33|21|14|8|15|0|91|152|3
15982,1|2|20|0|182|108|202|50|259|11|1|2|20|0|182|108|202|50|259|11|1|2|20|0|182|108|202|50|259|11
15983,2|21|0|13|5|31|8|4|43|15|2|21|0|13|5|31|8|4|43|15|2|21|0|13|5|31|8|4|43|15|2|21|0|13|5|31|8|4|43|15|2|21|0|13|5|31|8|4|43|15|2|21|0|13|5|31|8|4|43|15
15984,2|7|20|17|8|43|15|176|47|133|2|7|20|17|8|43|15|176|47|133|2|7|20|17|8|43|15|176|47|133
15985,173|191|82|37|2|291|289|1|20|8|173|191|82|37|2|291|289|1|20|8|173|191|82|37|2|291|289|1|20|8|173|191|82|37|2|291|289|1|20|8|173|191|82|37|2|291|289|1|20|8
15986,210|40|130|16|12|245|1|82|253|47
15987,137|1|2|121|30|7|148|4|13|141
15988,1|148|178|61|44|51|47|17|15|239
15989,12|242|28|86|2|16|21|14|25|11|12|242|28|86|2|16|21|14|25|11|12|242|28|86|2|16|21|14|25|11
15990,8|48|79|36|194|82|166|173|35|2
15991,2|1|43|108|15|7|4|178|24|20|2|1|43|108|15|7|4|178|24|20
15992,86|2|1|47|7|208|244|138|188|89
15993,2|13|72|31|28|12|7|5|16|18
15994,31|2|0|21|5|61|33|60|7|19
15995,2|0|31|21|20|7|5|14|61|13
15996,165|82|47|28|1|2|13|15|7|209
15997,1|2|72|11|8|13|23|97|9|61|1|2|72|11|8|13|23|97|9|61
15998,2|31|21|5|60|0|33|12|19|148
15999,250|63|45|38|196|20|9|133|8|178
16000,2|31|5|21|72|12|4|56|20|33|2|31|5|21|72|12|4|56|20|33
16001,1|45|2|77|24|63|38|20|8|13|1|45|2|77|24|63|38|20|8|13
16002,25|1|269|110|141|2|19|12|135|20
16003,1|164|20|2|7|220|50|9|25|135|1|164|20|2|7|220|50|9|25|135|1|164|20|2|7|220|50|9|25|135|1|164|20|2|7|220|50|9|25|135
16004,2|20|250|15|1|14|25|165|0|21|2|20|250|15|1|14|25|165|0|21|2|20|250|15|1|14|25|165|0|21
16005,147|1|14|47|33|15|0|17|7|8|147|1|14|47|33|15|0|17|7|8
16006,2|5|1|8|15|9|20|47|21|56|2|5|1|8|15|9|20|47|21|56|2|5|1|8|15|9|20|47|21|56|2|5|1|8|15|9|20|47|21|56|2|5|1|8|15|9|20|47|21|56
16007,298|14|91|1|143|8|61|148|152|273
16008,70|2|138|1|62|0|5|17|148|116|70|2|138|1|62|0|5|17|148|116
16010,231|98|1|22|146|167|101|77|237|177
16011,62|163|116|138|188|2|1|82|20|25|62|163|116|138|188|2|1|82|20|25
16012,220|10|32|77|83|24|129|87|50|54
16013,1|31|179|284|6|132|182|131|74|13
16014,221|2|21|0|31|47|4|9|19|5|221|2|21|0|31|47|4|9|19|5|221|2|21|0|31|47|4|9|19|5
16015,2|0|31|21|5|7|20|30|39|89|2|0|31|21|5|7|20|30|39|89|2|0|31|21|5|7|20|30|39|89
16016,2|1|8|21|38|20|48|5|15|7
16017,2|31|0|5|61|47|33|19|30|14
16019,2|31|72|12|18|21|5|13|61|59
16020,47|1|2|195|152|94|8|61|14|170
16022,1|135|2|172|14|8|33|45|166|21
16023,2|47|5|14|61|148|8|0|19|31
16024,31|2|0|21|5|61|33|60|7|19
16025,105|2|92|23|15|11|1|233|5|175
16026,43|1|77|2|65|24|17|4|13|20|43|1|77|2|65|24|17|4|13|20
16027,10|75|90|74|26|83|73|58|2|24
16028,2|82|5|15|14|21|31|0|39|20|2|82|5|15|14|21|31|0|39|20
16029,1|72|2|7|12|18|61|17|31|21
16030,2|34|8|1|21|15|82|19|166|9
16031,33|31|0|21|9|20|7|56|17|2|33|31|0|21|9|20|7|56|17|2|33|31|0|21|9|20|7|56|17|2
16032,2|31|0|7|21|13|56|4|50|15|2|31|0|7|21|13|56|4|50|15
16033,50|1|45|63|182|20|282|2|14|131
16034,2|0|31|21|5|19|47|13|59|89|2|0|31|21|5|19|47|13|59|89|2|0|31|21|5|19|47|13|59|89
16035,2|1|73|15|47|77|14|10|108|57
16036,47|17|21|2|20|104|1|33|89|25|47|17|21|2|20|104|1|33|89|25|47|17|21|2|20|104|1|33|89|25
16037,2|291|173|1|14|82|9|8|21|38|2|291|173|1|14|82|9|8|21|38|2|291|173|1|14|82|9|8|21|38|2|291|173|1|14|82|9|8|21|38|2|291|173|1|14|82|9|8|21|38|2|291|173|1|14|82|9|8|21|38|2|291|173|1|14|82|9|8|21|38
16038,8|38|48|194|2|1|166|44|82|15|8|38|48|194|2|1|166|44|82|15
16039,7|1|4|13|2|178|252|133|57|26
16042,9|50|42|2|1|63|133|282|77|7
16043,37|289|170|97|275|48|51|109|206|8
16044,170|1|14|15|82|181|33|19|106|123|170|1|14|15|82|181|33|19|106|123
16045,55|159|2|5|92|8|269|12|25|21|55|159|2|5|92|8|269|12|25|21
16047,4|2|15|13|52|240|127|176|108|178
16049,1|14|21|5|19|15|61|8|143|0
16050,121|4|1|30|148|7|147|2|13|283
16051,31|2|0|21|5|61|33|60|7|19
16052,201|157|33|178|1|31|55|40|20|216
16053,2|1|8|21|38|20|48|5|15|7
16054,23|11|2|1|107|39|15|21|20|17|23|11|2|1|107|39|15|21|20|17|23|11|2|1|107|39|15|21|20|17|23|11|2|1|107|39|15|21|20|17
16055,133|2|14|1|182|13|7|20|9|50
16056,2|13|7|72|5|31|21|30|4|12|2|13|7|72|5|31|21|30|4|12
16057,36|261|2|173|82|166|44|21|15|14
16059,1|12|2|72|18|61|240|13|11|5
16060,63|9|1|50|131|31|64|2|35|12|63|9|1|50|131|31|64|2|35|12
16061,1|148|43|9|2|56|33|20|157|5|1|148|43|9|2|56|33|20|157|5
16062,185|49|2|1|15|21|33|187|14|61|185|49|2|1|15|21|33|187|14|61|185|49|2|1|15|21|33|187|14|61
16063,2|0|24|72|4|57|9|15|14|43|2|0|24|72|4|57|9|15|14|43
16064,5|61|8|21|47|7|14|19|31|15|5|61|8|21|47|7|14|19|31|15|5|61|8|21|47|7|14|19|31|15|5|61|8|21|47|7|14|19|31|15|5|61|8|21|47|7|14|19|31|15|5|61|8|21|47|7|14|19|31|15|5|61|8|21|47|7|14|19|31|15|5|61|8|21|47|7|14|19|31|15|5|61|8|21|47|7|14|19|31|15
16065,5|2|76|61|1|47|59|171|62|271
16066,2|0|5|21|139|7|69|13|33|20|2|0|5|21|139|7|69|13|33|20
16067,2|1|14|8|61|258|5|47|221|11|2|1|14|8|61|258|5|47|221|11|2|1|14|8|61|258|5|47|221|11|2|1|14|8|61|258|5|47|221|11
16068,2|31|72|21|5|61|12|18|13|33
16069,31|2|0|21|5|61|33|60|7|19
16070,121|4|1|30|148|7|147|2|13|283
16071,2|1|269|5|69|85|31|20|185|21|2|1|269|5|69|85|31|20|185|21|2|1|269|5|69|85|31|20|185|21
16072,9|45|1|140|237|282|24|133|201|2
16073,2|14|0|15|13|31|21|5|61|9|2|14|0|15|13|31|21|5|61|9|2|14|0|15|13|31|21|5|61|9
16074,2|1|239|163|17|47|20|15|82|8|2|1|239|163|17|47|20|15|82|8|2|1|239|163|17|47|20|15|82|8|2|1|239|163|17|47|20|15|82|8|2|1|239|163|17|47|20|15|82|8|2|1|239|163|17|47|20|15|82|8
16076,1|2|21|12|5|18|25|61|20|13|1|2|21|12|5|18|25|61|20|13|1|2|21|12|5|18|25|61|20|13|1|2|21|12|5|18|25|61|20|13|1|2|21|12|5|18|25|61|20|13
16077,1|162|17|2|271|14|159|69|238|0|1|162|17|2|271|14|159|69|238|0
16079,1|2|72|12|18|13|59|240|267|69|1|2|72|12|18|13|59|240|267|69|1|2|72|12|18|13|59|240|267|69
16080,1|2|13|12|8|5|18|7|9|59|1|2|13|12|8|5|18|7|9|59
16081,248|1|124|47|109|7|28|31|174|2
16082,97|2|1|12|153|28|152|64|13|245|97|2|1|12|153|28|152|64|13|245
16083,188|82|67|138|2|116|173|62|94|25|188|82|67|138|2|116|173|62|94|25
16084,31|2|0|21|5|61|33|60|7|19
16085,121|4|1|30|148|7|147|2|13|283
16086,284|29|47|2|23|1|26|7|0|54|284|29|47|2|23|1|26|7|0|54|284|29|47|2|23|1|26|7|0|54
16087,7|1|20|62|50|9|15|188|13|56
16088,39|1|2|15|173|82|152|21|0|19|39|1|2|15|173|82|152|21|0|19
16089,1|56|2|43|20|15|17|133|13|31|1|56|2|43|20|15|17|133|13|31
16090,245|169|218|201|77|24|82|180|234|172|245|169|218|201|77|24|82|180|234|172|245|169|218|201|77|24|82|180|234|172|245|169|218|201|77|24|82|180|234|172
16091,2|0|5|7|272|148|21|8|31|33|2|0|5|7|272|148|21|8|31|33|2|0|5|7|272|148|21|8|31|33|2|0|5|7|272|148|21|8|31|33
16092,1|2|50|171|72|20|21|101|244|133|1|2|50|171|72|20|21|101|244|133|1|2|50|171|72|20|21|101|244|133
16093,2|13|7|1|62|188|67|9|0|47|2|13|7|1|62|188|67|9|0|47|2|13|7|1|62|188|67|9|0|47|2|13|7|1|62|188|67|9|0|47|2|13|7|1|62|188|67|9|0|47|2|13|7|1|62|188|67|9|0|47
16095,148|61|110|2|298|181|55|217|260|143
16096,2|1|8|21|38|20|48|5|15|7
16097,269|193|2|14|270|162|167|5|43|206|269|193|2|14|270|162|167|5|43|206
16098,250|165|21|120|20|2|284|0|14|66|250|165|21|120|20|2|284|0|14|66
16099,137|192|225|2|153|97|78|29|149|141
16100,173|82|254|185|148|1|25|274|29|262
16101,0|7|31|21|15|33|56|89|61|20
16104,185|2|105|1|187|5|21|15|14|23|185|2|105|1|187|5|21|15|14|23|185|2|105|1|187|5|21|15|14|23
16105,220|10|32|77|83|24|129|87|50|54
16106,2|8|15|1|9|7|5|14|244|259|2|8|15|1|9|7|5|14|244|259|2|8|15|1|9|7|5|14|244|259|2|8|15|1|9|7|5|14|244|259
16107,1|274|7|2|5|250|85|14|4|65|1|274|7|2|5|250|85|14|4|65
16108,31|2|0|21|5|61|33|60|7|19
16110,23|11|29|2|170|1|20|13|15|8|23|11|29|2|170|1|20|13|15|8
16111,170|2|82|181|15|21|31|7|56|18|170|2|82|181|15|21|31|7|56|18
16112,2|0|14|5|16|15|31|20|21|9|2|0|14|5|16|15|31|20|21|9
16113,1|9|156|51|11|7|17|15|6|135|1|9|156|51|11|7|17|15|6|135|1|9|156|51|11|7|17|15|6|135|1|9|156|51|11|7|17|15|6|135
16114,2|0|31|5|7|50|47|21|33|9
16115,2|152|47|5|61|8|33|195|1|167
16116,2|0|31|30|5|4|7|21|13|148
16117,82|67|53|288|51|2|175|218|21|9
16118,2|50|0|47|13|1|7|15|178|24|2|50|0|47|13|1|7|15|178|24
16119,86|298|2|21|105|1|251|170|15|14|86|298|2|21|105|1|251|170|15|14
16120,1|2|72|12|18|13|5|31|240|11|1|2|72|12|18|13|5|31|240|11
16121,2|1|39|44|21|15|51|9|7|13|2|1|39|44|21|15|51|9|7|13|2|1|39|44|21|15|51|9|7|13
16122,31|2|0|21|5|61|33|60|7|19
16124,2|244|1|82|9|15|8|13|7|5|2|244|1|82|9|15|8|13|7|5
16125,0|31|2|13|21|5|47|59|61|19|0|31|2|13|21|5|47|59|61|19
16126,2|21|82|5|221|14|8|19|61|0|2|21|82|5|221|14|8|19|61|0|2|21|82|5|221|14|8|19|61|0|2|21|82|5|221|14|8|19|61|0|2|21|82|5|221|14|8|19|61|0|2|21|82|5|221|14|8|19|61|0|2|21|82|5|221|14|8|19|61|0|2|21|82|5|221|14|8|19|61|0|2|21|82|5|221|14|8|19|61|0
16127,2|0|33|12|31|20|8|7|56|21
16128,220|129|1|82|199|173|0|2|15|19|220|129|1|82|199|173|0|2|15|19
16129,31|2|0|9|21|15|56|7|33|13
16130,2|0|21|31|5|47|7|61|19|33|2|0|21|31|5|47|7|61|19|33
16131,2|94|233|1|148|134|14|111|78|13
16133,1|2|7|77|57|50|13|20|9|11|1|2|7|77|57|50|13|20|9|11|1|2|7|77|57|50|13|20|9|11|1|2|7|77|57|50|13|20|9|11
16134,2|1|8|21|38|20|48|5|15|7
16136,23|29|107|2|114|5|228|1|47|21|23|29|107|2|114|5|228|1|47|21
16137,8|186|38|79|2|15|48|1|264|194|8|186|38|79|2|15|48|1|264|194
16138,1|2|12|8|240|20|18|72|7|9|1|2|12|8|240|20|18|72|7|9
16140,1|7|2|9|13|140|233|25|133|26
16141,82|173|28|2|47|16|15|135|40|1
16142,26|1|220|87|10|6|166|2|15|0
16143,2|5|21|82|61|15|9|31|8|19|2|5|21|82|61|15|9|31|8|19|2|5|21|82|61|15|9|31|8|19
16145,0|14|5|31|61|33|20|15|47|19
16146,2|1|9|12|97|20|148|21|38|8|2|1|9|12|97|20|148|21|38|8|2|1|9|12|97|20|148|21|38|8
16147,2|20|14|17|1|47|149|8|240|206|2|20|14|17|1|47|149|8|240|206|2|20|14|17|1|47|149|8|240|206
16148,12|2|44|1|82|38|166|25|8|148|12|2|44|1|82|38|166|25|8|148
16149,7|13|20|255|65|1|258|47|166|57
16150,53|85|81|159|5|1|2|20|238|296
16151,2|21|1|298|15|141|251|105|14|66
16153,1|2|21|7|5|152|15|33|47|20|1|2|21|7|5|152|15|33|47|20|1|2|21|7|5|152|15|33|47|20
16154,94|269|174|180|5|255|148|2|25|122
16156,170|2|82|31|181|15|21|0|18|19
16157,2|31|0|5|61|47|33|19|30|14
16158,2|1|9|77|133|7|50|57|13|51
16159,43|1|13|2|24|20|77|5|8|57|43|1|13|2|24|20|77|5|8|57
16160,298|21|251|2|137|105|14|141|15|17
16161,145|2|1|275|289|8|15|20|21|37|145|2|1|275|289|8|15|20|21|37
16162,1|4|2|30|121|148|13|24|73|0|1|4|2|30|121|148|13|24|73|0|1|4|2|30|121|148|13|24|73|0
16163,28|47|40|173|245|82|13|16|253|109
16165,31|2|0|21|5|61|33|60|7|19
16166,1|52|15|25|178|2|7|114|13|209|1|52|15|25|178|2|7|114|13|209|1|52|15|25|178|2|7|114|13|209|1|52|15|25|178|2|7|114|13|209
16168,2|1|8|21|38|20|48|5|15|7
16169,1|7|52|209|178|0|17|114|15|25
16170,2|1|20|21|25|69|33|12|5|162|2|1|20|21|25|69|33|12|5|162|2|1|20|21|25|69|33|12|5|162|2|1|20|21|25|69|33|12|5|162|2|1|20|21|25|69|33|12|5|162
16171,1|7|178|52|209|0|114|15|101|292
16172,2|31|72|12|18|21|5|13|61|59
16173,1|2|47|82|8|19|170|61|106|0
16174,2|1|20|15|38|13|8|172|89|7|2|1|20|15|38|13|8|172|89|7|2|1|20|15|38|13|8|172|89|7|2|1|20|15|38|13|8|172|89|7|2|1|20|15|38|13|8|172|89|7|2|1|20|15|38|13|8|172|89|7
16175,1|72|2|12|18|13|240|10|5|59
16176,21|2|33|15|0|20|100|17|31|56|21|2|33|15|0|20|100|17|31|56
16177,207|1|7|14|5|3|9|8|20|31|207|1|7|14|5|3|9|8|20|31
16178,2|1|20|16|14|4|51|13|281|162
16180,2|195|1|82|19|5|8|48|78|135|2|195|1|82|19|5|8|48|78|135
16181,2|5|0|21|31|76|33|12|61|7
16182,2|0|31|21|5|33|7|61|82|60|2|0|31|21|5|33|7|61|82|60|2|0|31|21|5|33|7|61|82|60
16183,2|19|14|94|61|5|47|33|0|15|2|19|14|94|61|5|47|33|0|15|2|19|14|94|61|5|47|33|0|15
16184,234|28|272|25|16|1|0|2|73|20
16185,25|2|14|255|239|82|12|24|135|13
16186,32|31|43|143|258|56|282|182|280|170
16187,210|1|12|0|73|25|16|7|66|130
16188,34|23|29|11|9|2|8|1|148|20|34|23|29|11|9|2|8|1|148|20|34|23|29|11|9|2|8|1|148|20
16189,44|166|79|148|245|51|146|73|82|38
16190,2|162|113|14|47|12|135|136|36|168
16191,284|75|154|280|26|220|215|1|7|15
16192,1|2|15|55|16|21|12|0|178|61|1|2|15|55|16|21|12|0|178|61
16193,267|14|203|132|1|30|9|148|36|2
16196,2|0|31|21|61|15|82|5|19|33
16198,137|192|2|1|5|25|9|63|13|55|137|192|2|1|5|25|9|63|13|55
16199,31|2|0|21|5|61|33|60|7|19
16202,2|31|72|12|18|21|5|13|61|59
16203,2|287|135|1|25|172|9|8|15|177
16204,48|79|2|36|21|0|5|15|33|82|48|79|2|36|21|0|5|15|33|82|48|79|2|36|21|0|5|15|33|82|48|79|2|36|21|0|5|15|33|82
16205,2|21|298|36|15|14|1|167|105|137|2|21|298|36|15|14|1|167|105|137|2|21|298|36|15|14|1|167|105|137|2|21|298|36|15|14|1|167|105|137
16206,131|50|63|9|282|64|42|135|285|1
16207,2|5|31|0|21|61|76|59|19|15|2|5|31|0|21|61|76|59|19|15|2|5|31|0|21|61|76|59|19|15
16208,31|2|0|21|5|61|33|60|7|19
16209,48|38|2|79|36|1|5|21|29|194|48|38|2|79|36|1|5|21|29|194|48|38|2|79|36|1|5|21|29|194|48|38|2|79|36|1|5|21|29|194|48|38|2|79|36|1|5|21|29|194
16210,2|1|8|21|38|20|48|5|15|7
16211,2|1|57|43|7|255|82|68|72|56
16212,102|2|92|19|234|38|297|14|1|216|102|2|92|19|234|38|297|14|1|216
16213,14|1|44|8|148|61|5|166|19|15|14|1|44|8|148|61|5|166|19|15|14|1|44|8|148|61|5|166|19|15
16214,1|7|0|178|21|56|52|20|157|47
16215,19|173|35|146|82|172|51|1|56|2
16216,1|77|2|57|43|50|24|0|13|45
16217,2|210|0|12|16|7|15|5|82|40
16218,2|1|8|21|38|20|48|5|15|7
16219,75|58|90|10|74|160|83|236|51|99|75|58|90|10|74|160|83|236|51|99
16220,1|2|43|25|12|65|0|4|20|56|1|2|43|25|12|65|0|4|20|56
16222,14|1|3|8|15|17|21|5|20|106|14|1|3|8|15|17|21|5|20|106
16223,82|173|8|2|48|157|36|135|20|38|82|173|8|2|48|157|36|135|20|38
16224,2|31|72|61|21|33|5|12|13|70|2|31|72|61|21|33|5|12|13|70
16225,1|2|240|21|0|82|59|85|13|61|1|2|240|21|0|82|59|85|13|61|1|2|240|21|0|82|59|85|13|61
16226,14|1|5|3|33|8|21|17|15|19
16227,245|204|166|59|275|27|62|7|105|168
16228,207|160|7|1|107|65|5|37|148|121
16229,14|1|47|8|5|195|3|33|17|61
16230,248|1|2|162|14|17|21|0|31|271
16231,2|5|21|8|12|0|89|14|33|61|2|5|21|8|12|0|89|14|33|61|2|5|21|8|12|0|89|14|33|61|2|5|21|8|12|0|89|14|33|61|2|5|21|8|12|0|89|14|33|61|2|5|21|8|12|0|89|14|33|61
16232,2|31|0|21|61|5|7|15|33|14|2|31|0|21|61|5|7|15|33|14|2|31|0|21|61|5|7|15|33|14
16233,47|2|1|5|195|8|61|14|20|152|47|2|1|5|195|8|61|14|20|152|47|2|1|5|195|8|61|14|20|152|47|2|1|5|195|8|61|14|20|152|47|2|1|5|195|8|61|14|20|152
16234,204|73|250|154|75|220|1|7|26|27
16235,2|287|135|1|25|172|9|8|15|177
16236,43|1|77|2|65|24|17|4|13|20
16237,131|45|64|9|42|1|173|176|157|94
16238,145|2|211|7|15|8|1|20|33|21|145|2|211|7|15|8|1|20|33|21
16239,1|47|21|2|63|5|120|9|0|8
16240,1|2|47|17|14|61|5|195|0|59|1|2|47|17|14|61|5|195|0|59|1|2|47|17|14|61|5|195|0|59
16242,5|2|76|61|1|47|59|171|62|271|5|2|76|61|1|47|59|171|62|271
16243,2|0|21|5|33|59|19|95|56|13|2|0|21|5|33|59|19|95|56|13
16244,23|107|1|114|25|17|21|2|33|0|23|107|1|114|25|17|21|2|33|0
16245,245|204|166|59|275|27|62|7|105|168|245|204|166|59|275|27|62|7|105|168
16246,2|35|1|5|14|20|13|8|62|33|2|35|1|5|14|20|13|8|62|33|2|35|1|5|14|20|13|8|62|33|2|35|1|5|14|20|13|8|62|33|2|35|1|5|14|20|13|8|62|33|2|35|1|5|14|20|13|8|62|33|2|35|1|5|14|20|13|8|62|33
16248,2|31|0|21|5|61|14|20|15|33
16249,221|1|2|21|288|263|143|77|100|22
